State,City,Population,Total law enforcement employees,Total officers,Total civilians,,,,
,Valparaiso,"30,169",55,49,6,,,,
,Vincennes,"17,863",40,36,4,,,,
,Wabash,"10,764",33,27,6,,,,
,Walkerton,"2,170",10,6,4,,,,
,Warsaw,"13,484",42,35,7,,,,
,Washington,"11,367",25,18,7,,,,
,Waterloo,"2,176",7,6,1,,,,
,Westfield,"21,121",42,38,4,,,,
,West Lafayette,"31,384",64,48,16,,,,
,Westville,"4,971",3,3,0,,,,
,Whitestown,710,5,5,0,,,,
,Whiting,"4,726",26,19,7,,,,
,Winchester,"4,573",16,11,5,,,,
,Winona Lake,"4,255",5,5,0,,,,
IOWA,Adel,"4,188",9,8,1,,,,
,Albia,"3,539",7,6,1,,,,
,Algona,"5,316",14,10,4,,,,
,Altoona,"14,355",26,23,3,,,,
,Ames,"55,249",73,51,22,,,,
,Anamosa,"5,749",8,7,1,,,,
,Ankeny,"42,632",52,44,8,,,,
,Atlantic,"6,725",14,12,2,,,,
,Audubon,"2,094",3,3,0,,,,
,Belle Plaine,"2,823",4,4,0,,,,
,Belmond,"2,315",5,5,0,,,,
,Bettendorf,"32,592",58,45,13,,,,
,Bloomfield,"2,573",4,4,0,,,,
,Boone,"12,611",16,15,1,,,,
,Burlington,"25,214",57,41,16,,,,
,Camanche,"4,266",7,7,0,,,,
,Carlisle,"3,670",6,5,1,,,,
,Carroll,"9,992",16,15,1,,,,
,Carter Lake,"3,227",10,9,1,,,,
,Cedar Falls,"37,759",44,42,2,,,,
,Cedar Rapids,"126,984",218,197,21,,,,
,Centerville,"5,466",15,10,5,,,,
,Chariton,"4,454",7,6,1,,,,
,Charles City,"7,516",21,14,7,,,,
,Cherokee,"4,720",9,8,1,,,,
,Clarinda,"5,501",10,9,1,,,,
,Clarion,"2,723",8,7,1,,,,
,Clear Lake,"7,792",21,15,6,,,,
,Clinton,"26,483",55,46,9,,,,
,Clive,"14,717",25,22,3,,,,
,Coralville,"18,672",36,32,4,,,,
,Council Bluffs,"60,531",124,106,18,,,,
,Cresco,"3,732",7,7,0,,,,
,Creston,"7,483",16,12,4,,,,
,Davenport,"99,070",209,163,46,,,,
,Decorah,"7,916",19,12,7,,,,
,Denison,"7,265",18,13,5,,,,
,Des Moines,"196,680",500,383,117,,,,
,De Witt,"5,276",10,10,0,,,,
,Dubuque,"57,262",105,99,6,,,,
,Dyersville,"4,178",10,6,4,,,,
,Eagle Grove,"3,319",7,7,0,,,,
,Eldora,"2,734",4,4,0,,,,
,Eldridge,"4,900",7,7,0,,,,
,Emmetsburg,"3,621",7,6,1,,,,
,Estherville,"6,247",12,12,0,,,,
,Evansdale,"5,065",8,7,1,,,,
,Fairfield,"9,113",18,12,6,,,,
,Forest City,"4,094",8,8,0,,,,
,Fort Dodge,"25,100",40,37,3,,,,
,Fort Madison,"10,808",22,17,5,,,,
,Garner,"2,937",5,5,0,,,,
,Glenwood,"5,687",10,9,1,,,,
,Grinnell,"9,216",17,15,2,,,,
,Grundy Center,"2,515",4,4,0,,,,
,Hampton,"4,159",12,7,5,,,,
,Harlan,"5,041",9,8,1,,,,
,Hawarden,"2,373",4,4,0,,,,
,Hiawatha,"6,715",13,12,1,,,,
,Humboldt,"4,213",7,7,0,,,,
,Independence,"6,106",11,11,0,,,,
,Indianola,"14,572",23,21,2,,,,
,Iowa City,"67,600",100,72,28,,,,
,Iowa Falls,"5,007",15,11,4,,,,
,Jefferson,"4,184",7,7,0,,,,
,Johnston,"16,354",22,21,1,,,,
,Keokuk,"10,381",31,22,9,,,,
,Knoxville,"7,277",14,12,2,,,,
,Le Claire,"3,312",8,7,1,,,,
,Le Mars,"9,178",15,14,1,,,,
,Leon,"1,861",3,3,0,,,,
,Manchester,"4,854",13,9,4,,,,
,Maquoketa,"5,891",17,11,6,,,,
,Marion,"32,954",50,41,9,,,,
,Marshalltown,"25,792",59,43,16,,,,
,Mason City,"27,305",51,47,4,,,,
,Missouri Valley,"2,769",6,6,0,,,,
,Monticello,"3,719",7,6,1,,,,
,Mount Pleasant,"8,783",16,14,2,,,,
,Mount Vernon,"4,258",5,5,0,,,,
,Muscatine,"22,383",43,39,4,,,,
,Nevada,"6,639",10,9,1,,,,
,New Hampton,"3,439",7,7,0,,,,
,Newton,"15,111",29,23,6,,,,
,North Liberty,"11,990",10,10,0,,,,
,Norwalk,"8,709",14,12,2,,,,
,Oelwein,"6,064",17,11,6,,,,
,Ogden,"1,981",3,3,0,,,,
,Orange City,"5,906",7,7,0,,,,
,Osage,"3,425",7,6,1,,,,
,Osceola,"4,697",10,9,1,,,,
,Oskaloosa,"11,040",19,17,2,,,,
,Ottumwa,"24,479",43,36,7,,,,
,Pella,"10,470",19,14,5,,,,
,Perry,"9,049",20,13,7,,,,
,Pleasant Hill,"8,292",13,11,2,,,,
,Pleasantville,"1,581",3,3,0,,,,
,Polk City,"3,202",6,6,0,,,,
,Prairie City,"1,436",3,3,0,,,,
,Red Oak,"5,699",14,12,2,,,,
,Rock Rapids,"2,478",1,1,0,,,,
,Rock Valley,"3,023",4,4,0,,,,
,Sac City,"2,127",4,4,0,,,,
,Sergeant Bluff,"4,017",9,8,1,,,,
,Sheldon,"4,740",7,7,0,,,,
,Shenandoah,"4,995",11,8,3,,,,
,Sioux Center,"6,831",6,6,0,,,,
,Sioux City,"82,404",152,127,25,,,,
,Spencer,"10,952",27,19,8,,,,
,Spirit Lake,"4,695",11,10,1,,,,
,St. Ansgar,959,1,1,0,,,,
,State Center,"1,351",1,1,0,,,,
,Storm Lake,"9,664",21,17,4,,,,
,Story City,"3,347",5,5,0,,,,
,Tama,"2,571",5,5,0,,,,
,Tipton,"3,006",6,6,0,,,,
,Urbandale,"39,345",50,46,4,,,,
,Vinton,"5,106",8,8,0,,,,
,Washington,"7,252",11,10,1,,,,
,Waterloo,"66,098",132,120,12,,,,
,Waukee,"13,279",13,12,1,,,,
,Waukon,"3,933",7,7,0,,,,
,Waverly,"9,307",17,16,1,,,,
,Webster City,"7,736",16,12,4,,,,
,West Burlington,"3,317",11,10,1,,,,
,West Des Moines,"55,765",78,65,13,,,,
,West Liberty,"3,695",7,6,1,,,,
,West Union,"2,436",4,4,0,,,,
,Williamsburg,"2,815",6,6,0,,,,
,Wilton,"2,820",4,4,0,,,,
,Windsor Heights,"4,536",15,13,2,,,,
,Winterset,"4,856",8,8,0,,,,
KANSAS,Abilene,"6,274",16,14,2,,,,
,Alma,747,1,1,0,,,,
,Altamont,"1,052",3,3,0,,,,
,Americus,932,1,1,0,,,,
,Andover,"10,308",29,21,8,,,,
,Anthony,"2,169",6,5,1,,,,
,Arkansas City,"11,073",35,25,10,,,,
,Arma,"1,520",5,5,0,,,,
,Atchison,"10,059",23,22,1,,,,
,Attica,574,1,1,0,,,,
,Atwood,"1,071",2,2,0,,,,
,Augusta,"8,707",32,24,8,,,,
,Baldwin City,"4,307",9,8,1,,,,
,Basehor,"3,966",12,10,2,,,,
,Baxter Springs,"4,157",13,9,4,,,,
,Bel Aire,"6,787",13,12,1,,,,
,Belle Plaine,"1,531",5,5,0,,,,
,Belleville,"1,823",5,5,0,,,,
,Beloit,"3,603",9,8,1,,,,
,Benton,807,2,2,0,,,,
,Blue Rapids,"1,014",1,1,0,,,,
,Bonner Springs,"7,106",27,24,3,,,,
,Buhler,"1,321",3,3,0,,,,
,Burden,529,1,1,0,,,,
,Burlingame,964,2,2,0,,,,
,Burlington,"2,622",9,7,2,,,,
,Burrton,885,2,1,1,,,,
,Caldwell,"1,147",2,2,0,,,,
,Caney,"1,973",9,5,4,,,,
,Canton,793,1,1,0,,,,
,Cawker City,456,1,1,0,,,,
,Chanute,"8,788",23,20,3,,,,
,Chapman,"1,290",4,4,0,,,,
,Cheney,"2,011",4,4,0,,,,
,Cherokee,722,1,1,0,,,,
,Cherryvale,"2,248",4,4,0,,,,
,Chetopa,"1,218",4,4,0,,,,
,Claflin,654,1,1,0,,,,
,Clay Center,"4,342",7,6,1,,,,
,Clearwater,"2,354",7,6,1,,,,
,Coffeyville,"10,266",31,25,6,,,,
,Colby,"4,754",18,12,6,,,,
,Coldwater,752,1,1,0,,,,
,Columbus,"3,202",11,9,2,,,,
,Colwich,"1,400",3,3,0,,,,
,Concordia,"5,110",17,11,6,,,,
,Conway Springs,"1,192",3,3,0,,,,
,Council Grove,"2,244",7,6,1,,,,
,Derby,"22,578",50,37,13,,,,
,Dodge City,"25,797",61,46,15,,,,
,Eastborough,795,7,7,0,,,,
,Edwardsville,"4,498",15,14,1,,,,
,El Dorado,"12,569",26,24,2,,,,
,Elkhart,"1,907",3,3,0,,,,
,Ellinwood,"2,036",4,4,0,,,,
,Ellis,"1,919",5,5,0,,,,
,Ellsworth,"2,871",7,6,1,,,,
,Elwood,"1,122",4,4,0,,,,
,Erie,"1,143",3,2,1,,,,
,Eudora,"6,339",10,9,1,,,,
,Fairway,"3,818",10,9,1,,,,
,Florence,597,2,1,1,,,,
,Fort Scott,"7,869",30,20,10,,,,
,Frankfort,770,1,1,0,,,,
,Frontenac,"3,219",9,6,3,,,,
,Galena,"3,149",11,7,4,,,,
,Garden City,"28,636",84,53,31,,,,
,Garden Plain,841,2,2,0,,,,
,Gardner,"17,598",39,37,2,,,,
,Garnett,"3,188",12,8,4,,,,
,Girard,"2,745",7,6,1,,,,
,Goddard,"3,967",9,9,0,,,,
,Goessel,510,1,1,0,,,,
,Goodland,"4,281",11,10,1,,,,
,Grandview Plaza,973,6,6,0,,,,
,Great Bend,"15,583",35,31,4,,,,
,Halstead,"1,888",6,5,1,,,,
,Harper,"1,395",3,3,0,,,,
,Haven,"1,158",3,3,0,,,,
,Hays,"20,115",51,30,21,,,,
,Haysville,"10,390",34,26,8,,,,
,Herington,"2,404",8,7,1,,,,
,Hesston,"3,715",7,6,1,,,,
,Hiawatha,"3,161",8,7,1,,,,
,Hill City,"1,378",3,3,0,,,,
,Hillsboro,"2,643",5,5,0,,,,
,Hoisington,"2,881",9,7,2,,,,
,Holcomb,"1,841",4,3,1,,,,
,Holton,"3,307",6,6,0,,,,
,Howard,750,1,1,0,,,,
,Hugoton,"3,378",7,5,2,,,,
,Humboldt,"1,837",5,5,0,,,,
,Hutchinson,"40,526",102,66,36,,,,
,Independence,"9,210",32,23,9,,,,
,Inman,"1,187",2,2,0,,,,
,Iola,"5,788",22,15,7,,,,
,Junction City,"20,265",71,50,21,,,,
,Kechi,"1,740",5,4,1,,,,
,Kingman,"3,014",7,7,0,,,,
,La Crosse,"1,218",3,3,0,,,,
,La Cygne,"1,131",2,2,0,,,,
,La Harpe,641,1,1,0,,,,
,Lake Quivira,935,2,2,0,,,,
,Lansing,"10,815",18,17,1,,,,
,Larned,"3,612",12,9,3,,,,
,Lawrence,"91,089",173,141,32,,,,
,Leavenworth,"34,702",86,61,25,,,,
,Leawood,"31,442",82,60,22,,,,
,Lebo,924,1,1,0,,,,
,Lenexa,"46,392",129,86,43,,,,
,Liberal,"20,183",47,33,14,,,,
,Lindsborg,"3,254",7,6,1,,,,
,Linn Valley,586,2,2,0,,,,
,Little River,514,1,1,0,,,,
,Louisburg,"3,959",8,8,0,,,,
,Lyndon,994,2,2,0,,,,
,Lyons,"3,435",8,7,1,,,,
,Macksville,480,1,1,0,,,,
,Maize,"2,950",8,7,1,,,,
,Maple Hill,502,1,1,0,,,,
,Marion,"1,872",5,5,0,,,,
,Marysville,"3,073",9,8,1,,,,
,McPherson,"13,450",35,29,6,,,,
,Meade,"1,539",3,3,0,,,,
,Medicine Lodge,"1,936",7,6,1,,,,
,Merriam,"10,764",33,28,5,,,,
,Minneapolis,"1,976",5,5,0,,,,
,Mission,"9,709",31,29,2,,,,
,Moran,522,1,1,0,,,,
,Mound City,802,1,1,0,,,,
,Moundridge,"1,625",3,3,0,,,,
,Mount Hope,854,2,2,0,,,,
,Mulberry,573,2,2,0,,,,
,Mulvane,"5,921",18,12,6,,,,
,Neodesha,"2,628",8,7,1,,,,
,Newton,"18,052",36,32,4,,,,
,Nickerson,"1,140",3,3,0,,,,
,North Newton,"1,579",2,2,0,,,,
,Norton,"2,642",6,6,0,,,,
,Norwich,495,1,1,0,,,,
,Oakley,"1,835",11,6,5,,,,
,Oberlin,"1,645",4,4,0,,,,
,Olathe,"121,472",204,164,40,,,,
,Osage City,"2,825",6,6,0,,,,
,Osawatomie,"4,516",14,9,5,,,,
,Osborne,"1,352",4,4,0,,,,
,Oswego,"1,977",5,5,0,,,,
,Ottawa,"12,937",31,26,5,,,,
,Overbrook,932,1,1,0,,,,
,Overland Park,"171,909",308,257,51,,,,
,Oxford,"1,068",1,1,0,,,,
,Paola,"5,409",23,16,7,,,,
,Park City,"7,781",21,19,2,,,,
,Parsons,"11,078",33,26,7,,,,
,Peabody,"1,200",3,3,0,,,,
,Perry,846,1,1,0,,,,
,Pittsburg,"19,571",57,40,17,,,,
,Plainville,"1,799",5,5,0,,,,
,Pleasanton,"1,330",3,3,0,,,,
,Prairie Village,"21,344",60,47,13,,,,
,Pratt,"6,387",20,14,6,,,,
,Protection,526,1,1,0,,,,
,Roeland Park,"6,920",18,16,2,,,,
,Rolla,414,1,1,0,,,,
,Rose Hill,"4,026",10,9,1,,,,
,Rossville,"1,069",3,3,0,,,,
,Russell,"4,233",18,8,10,,,,
,Sabetha,"2,482",6,6,0,,,,
,Salina,"46,542",108,78,30,,,,
,Scott City,"3,448",13,7,6,,,,
,Sedgwick,"1,644",1,1,0,,,,
,Seneca,"2,017",6,6,0,,,,
,Shawnee,"61,553",108,88,20,,,,
,Silver Lake,"1,372",2,2,0,,,,
,South Hutchinson,"2,542",9,7,2,,,,
,Spring Hill,"5,427",15,13,2,,,,
,Stafford,"1,030",4,4,0,,,,
,Sterling,"2,523",5,5,0,,,,
,St. George,537,1,1,0,,,,
,St. John,"1,174",4,4,0,,,,
,St. Marys,"2,254",5,5,0,,,,
,Stockton,"1,391",5,5,0,,,,
,Tonganoxie,"4,371",11,10,1,,,,
,Topeka,"122,554",356,283,73,,,,
,Towanda,"1,356",2,2,0,,,,
,Udall,740,1,1,0,,,,
,Ulysses,"5,590",11,10,1,,,,
,Valley Center,"6,394",15,11,4,,,,
,Valley Falls,"1,147",2,2,0,,,,
,Victoria,"1,189",2,2,0,,,,
,Wa Keeney,"1,676",4,4,0,,,,
,Wakefield,856,1,1,0,,,,
,Walton,287,1,1,0,,,,
,Wamego,"4,276",12,8,4,,,,
,Waterville,609,1,1,0,,,,
,Wathena,"1,286",2,2,0,,,,
,Weir,736,1,1,0,,,,
,Wellington,"7,712",20,17,3,,,,
,Wellsville,"1,746",4,4,0,,,,
,Westwood,"1,832",8,7,1,,,,
,Wichita,"362,602",815,629,186,,,,
,Wilson,761,1,1,0,,,,
,Winfield,"11,458",32,23,9,,,,
,Yates Center,"1,367",3,3,0,,,,
KENTUCKY,Adairville,925,2,1,1,,,,
,Albany,"2,316",9,8,1,,,,
,Alexandria,"8,452",15,13,2,,,,
,Allen,148,1,1,0,,,,
,Anchorage,"3,092",15,10,5,,,,
,Ashland,"21,274",51,46,5,,,,
,Auburn,"1,499",2,2,0,,,,
,Audubon Park,"1,622",8,7,1,,,,
,Augusta,"1,277",3,3,0,,,,
,Barbourville,"3,575",18,14,4,,,,
,Bardstown,"11,194",24,23,1,,,,
,Beattyville,"1,104",7,5,2,,,,
,Beaver Dam,"3,121",5,5,0,,,,
,Bellefonte,844,4,4,0,,,,
,Bellevue,"5,818",10,9,1,,,,
,Benham,531,2,2,0,,,,
,Benton,"4,385",9,7,2,,,,
,Berea,"14,558",32,29,3,,,,
,Bloomfield,890,2,1,1,,,,
,Booneville,146,2,2,0,,,,
,Bowling Green,"54,865",146,111,35,,,,
,Brandenburg,"2,168",5,5,0,,,,
,Brooksville,570,1,1,0,,,,
,Brownsville,"1,038",1,1,0,,,,
,Burgin,913,1,1,0,,,,
,Burkesville,"1,685",10,5,5,,,,
,Burnside,689,5,5,0,,,,
,Butler,633,1,1,0,,,,
,Cadiz,"2,626",10,9,1,,,,
,Calhoun,790,1,1,0,,,,
,Calvert City,"2,779",7,6,1,,,,
,Campbellsville,"11,009",24,22,2,,,,
,Campton,407,1,1,0,,,,
,Caneyville,661,1,1,0,,,,
,Carlisle,"2,101",9,5,4,,,,
,Carrollton,"3,893",9,8,1,,,,
,Catlettsburg,"1,954",8,8,0,,,,
,Cave City,"2,006",7,7,0,,,,
,Central City,"5,715",12,12,0,,,,
,Clarkson,836,1,1,0,,,,
,Clay City,"1,362",2,2,0,,,,
,Clinton,"1,321",4,4,0,,,,
,Cloverport,"1,234",2,2,0,,,,
,Cold Spring,"6,003",12,12,0,,,,
,Columbia,"4,247",10,10,0,,,,
,Corbin,"8,394",26,19,7,,,,
,Covington,"43,018",133,111,22,,,,
,Crab Orchard,864,1,1,0,,,,
,Crofton,"1,015",1,1,0,,,,
,Cumberland,"2,265",4,4,0,,,,
,Cynthiana,"6,264",12,11,1,,,,
,Danville,"15,437",35,33,2,,,,
,Dawson Springs,"2,900",7,4,3,,,,
,Dayton,"5,420",9,8,1,,,,
,Earlington,"1,566",1,1,0,,,,
,Eddyville,"2,412",6,6,0,,,,
,Edgewood,"8,831",14,14,0,,,,
,Edmonton,"1,642",7,7,0,,,,
,Elizabethtown,"23,926",58,43,15,,,,
,Elkhorn City,"1,003",2,2,0,,,,
,Elkton,"1,959",7,7,0,,,,
,Elsmere,"7,860",12,11,1,,,,
,Eminence,"2,216",6,6,0,,,,
,Erlanger,"17,164",56,45,11,,,,
,Eubank,375,1,1,0,,,,
,Evarts,"1,034",4,4,0,,,,
,Falmouth,"2,077",8,7,1,,,,
,Ferguson,931,1,1,0,,,,
,Flatwoods,"7,621",11,10,1,,,,
,Fleming-Neon,787,2,2,0,,,,
,Flemingsburg,"2,683",7,7,0,,,,
,Florence,"27,761",64,60,4,,,,
,Fort Mitchell,"7,493",13,13,0,,,,
,Fort Thomas,"15,157",24,23,1,,,,
,Fort Wright,"5,411",13,12,1,,,,
,Frankfort,"27,014",70,65,5,,,,
,Franklin,"8,007",22,21,1,,,,
,Fulton,"2,374",13,9,4,,,,
,Gamaliel,430,1,1,0,,,,
,Georgetown,"21,419",48,44,4,,,,
,Glasgow,"14,343",46,35,11,,,,
,Glencoe,376,1,1,0,,,,
,Graymoor-Devondale,"3,110",2,2,0,,,,
,Grayson,"4,004",11,11,0,,,,
,Greensburg,"2,394",7,7,0,,,,
,Greenville,"4,235",9,9,0,,,,
,Guthrie,"1,435",4,4,0,,,,
,Hardinsburg,"2,442",4,4,0,,,,
,Harlan,"1,858",11,9,2,,,,
,Harrodsburg,"8,169",20,14,6,,,,
,Hartford,"2,650",6,6,0,,,,
,Hawesville,979,1,1,0,,,,
,Hazard,"4,781",20,15,5,,,,
,Henderson,"27,805",67,58,9,,,,
,Heritage Creek,"1,676",10,10,0,,,,
,Hickman,"2,191",3,3,0,,,,
,Highland Heights,"5,697",18,18,0,,,,
,Hillview,"7,558",13,13,0,,,,
,Hindman,756,2,2,0,,,,
,Hodgenville,"2,765",5,5,0,,,,
,Hollow Creek,880,2,2,0,,,,
,Hopkinsville,"31,823",75,68,7,,,,
,Horse Cave,"2,319",4,4,0,,,,
,Hustonville,355,1,1,0,,,,
,Hyden,192,2,2,0,,,,
,Independence,"22,106",31,29,2,,,,
,Indian Hills,"3,343",8,8,0,,,,
,Inez,431,1,1,0,,,,
,Irvine,"2,659",6,6,0,,,,
,Irvington,"1,415",4,4,0,,,,
,Jackson,"2,354",12,10,2,,,,
,Jamestown,"1,741",5,5,0,,,,
,Jeffersontown,"26,112",58,49,9,,,,
,Jenkins,"2,239",5,5,0,,,,
,Junction City,"2,197",3,3,0,,,,
,La Center,"1,037",1,1,0,,,,
,La Grange,"6,355",13,13,0,,,,
,Lakeside Park-Crestview Hills,"6,355",12,11,1,,,,
,Lancaster,"4,473",10,10,0,,,,
,Lawrenceburg,"10,024",22,14,8,,,,
,Lebanon,"5,949",20,15,5,,,,
,Lebanon Junction,"2,014",5,5,0,,,,
,Leitchfield,"6,539",14,13,1,,,,
,Lewisburg,917,1,1,0,,,,
,Lexington,"281,473",630,548,82,,,,
,Liberty,"1,884",6,6,0,,,,
,London,"7,993",37,34,3,,,,
,Louisa,"2,078",7,7,0,,,,
,Louisville Metro,"629,679","1,453","1,207",246,,,,
,Ludlow,"4,888",11,10,1,,,,
,Lynch,820,2,2,0,,,,
,Lynnview,"1,011",1,1,0,,,,
,Madisonville,"19,046",51,41,10,,,,
,Marion,"3,053",6,6,0,,,,
,Martin,632,4,4,0,,,,
,Mayfield,"10,208",30,23,7,,,,
,Maysville,"9,183",30,24,6,,,,
,Middlesboro,"9,862",28,24,4,,,,
,Monticello,"6,191",11,10,1,,,,
,Morehead,"7,649",29,20,9,,,,
,Morganfield,"3,289",12,7,5,,,,
,Morgantown,"2,571",6,6,0,,,,
,Mortons Gap,936,1,1,0,,,,
,Mount Olivet,275,1,1,0,,,,
,Mount Sterling,"6,886",24,22,2,,,,
,Mount Vernon,"2,595",8,8,0,,,,
,Mount Washington,"12,354",15,14,1,,,,
,Muldraugh,"1,247",3,3,0,,,,
,Munfordville,"1,605",4,4,0,,,,
,Murray,"16,482",37,31,6,,,,
,New Castle,909,1,1,0,,,,
,Newport,"15,409",48,44,4,,,,
,Nicholasville,"26,558",66,59,7,,,,
,Nortonville,"1,229",1,1,0,,,,
,Oak Grove,"9,806",19,14,5,,,,
,Olive Hill,"1,817",5,5,0,,,,
,Owensboro,"55,534",129,100,29,,,,
,Owenton,"1,487",6,4,2,,,,
,Owingsville,"1,580",5,5,0,,,,
,Paducah,"25,450",90,76,14,,,,
,Paintsville,"4,120",11,10,1,,,,
,Paris,"9,268",30,27,3,,,,
,Park Hills,"2,758",6,6,0,,,,
,Perryville,755,1,1,0,,,,
,Pikeville,"6,277",28,21,7,,,,
,Pineville,"1,967",5,5,0,,,,
,Pippa Passes,446,1,1,0,,,,
,Powderly,889,1,1,0,,,,
,Prestonsburg,"3,843",17,17,0,,,,
,Princeton,"6,328",16,15,1,,,,
,Prospect,"5,541",10,9,1,,,,
,Providence,"3,456",6,6,0,,,,
,Raceland,"2,588",6,6,0,,,,
,Radcliff,"21,918",48,37,11,,,,
,Ravenna,668,2,2,0,,,,
,Richmond,"32,982",94,64,30,,,,
,Russell,"3,566",12,12,0,,,,
,Russell Springs,"2,574",9,8,1,,,,
,Russellville,"7,290",21,19,2,,,,
,Sadieville,316,1,1,0,,,,
,Salyersville,"1,568",2,2,0,,,,
,Science Hill,669,3,2,1,,,,
,Scottsville,"4,573",20,13,7,,,,
,Sebree,"1,532",1,1,0,,,,
,Shelbyville,"11,300",24,23,1,,,,
,Shepherdsville,"9,199",27,25,2,,,,
,Shively,"16,210",30,25,5,,,,
,Silver Grove,"1,153",1,1,0,,,,
,Smiths Grove,761,1,1,0,,,,
,Somerset,"12,438",39,36,3,,,,
,Springfield,"2,880",13,8,5,,,,
,Stamping Ground,673,1,1,0,,,,
,Stanton,"3,150",6,6,0,,,,
,St. Matthews,"18,279",37,31,6,,,,
,Sturgis,"1,921",4,4,0,,,,
,Taylor Mill,"6,723",11,10,1,,,,
,Taylorsville,"1,234",5,5,0,,,,
,Tompkinsville,"2,631",12,9,3,,,,
,Uniontown,"1,022",2,2,0,,,,
,Vanceburg,"1,703",6,6,0,,,,
,Versailles,"7,804",39,38,1,,,,
,Villa Hills,"7,702",9,8,1,,,,
,Vine Grove,"4,192",7,7,0,,,,
,Warsaw,"1,796",5,5,0,,,,
,Wayland,289,1,1,0,,,,
,West Liberty,"3,345",15,7,8,,,,
,West Point,975,3,3,0,,,,
,Whitesburg,"1,476",6,6,0,,,,
,Wilder,"2,995",6,6,0,,,,
,Williamsburg,"5,206",11,11,0,,,,
,Williamstown,"3,516",8,7,1,,,,
,Wilmore,"5,917",10,9,1,,,,
,Winchester,"16,555",50,34,16,,,,
,Wingo,595,1,1,0,,,,
,Wurtland,"1,048",1,1,0,,,,
LOUISIANA,Abbeville,"11,636",38,36,2,,,,
,Addis,"3,590",9,8,1,,,,
,Alexandria,"48,393",201,166,35,,,,
,Amite,"4,322",28,28,0,,,,
,Baker,"13,550",34,32,2,,,,
,Baldwin,"2,607",7,6,1,,,,
,Ball,"3,763",8,6,2,,,,
,Basile,"2,390",13,8,5,,,,
,Bastrop,"11,776",39,27,12,,,,
,Baton Rouge,"226,920",902,628,274,,,,
,Bernice,"1,635",5,5,0,,,,
,Berwick,"4,286",11,11,0,,,,
,Blanchard,"2,590",6,5,1,,,,
,Bogalusa,"12,607",61,39,22,,,,
,Bossier City,"62,500",237,198,39,,,,
,Breaux Bridge,"8,059",20,20,0,,,,
,Broussard,"7,854",26,22,4,,,,
,Brusly,"2,151",8,7,1,,,,
,Church Point,"4,666",17,17,0,,,,
,Clarence,500,1,1,0,,,,
,Clinton,"1,878",9,8,1,,,,
,Coushatta,"2,095",6,6,0,,,,
,Covington,"9,553",50,38,12,,,,
,Crowley,"13,958",44,38,6,,,,
,Cullen,"1,379",3,3,0,,,,
,Delhi,"2,977",9,5,4,,,,
,Denham Springs,"10,269",39,31,8,,,,
,De Quincy,"3,214",14,14,0,,,,
,De Ridder,"10,134",30,24,6,,,,
,Dixie Inn,345,2,2,0,,,,
,Elton,"1,232",11,7,4,,,,
,Eunice,"11,473",38,27,11,,,,
,Farmerville,"3,637",13,13,0,,,,
,Ferriday,"3,544",17,12,5,,,,
,Franklin,"7,694",24,23,1,,,,
,Franklinton,"3,719",22,16,6,,,,
,French Settlement,"1,071",2,2,0,,,,
,Golden Meadow,"2,122",4,3,1,,,,
,Gonzales,"9,252",35,35,0,,,,
,Grambling,"4,501",15,10,5,,,,
,Gramercy,"6,798",7,7,0,,,,
,Gretna,"15,821",109,89,20,,,,
,Hammond,"19,825",103,77,26,,,,
,Harahan,"8,976",28,25,3,,,,
,Haughton,"2,994",9,7,2,,,,
,Homer,"3,387",12,11,1,,,,
,Houma,"32,592",89,75,14,,,,
,Iowa,"2,599",13,10,3,,,,
,Jackson,"3,905",5,5,0,,,,
,Jeanerette,"5,895",12,7,5,,,,
,Jena,"2,852",7,6,1,,,,
,Jennings,"10,496",35,23,12,,,,
,Jonesboro,"3,703",12,8,4,,,,
,Kaplan,"5,089",16,12,4,,,,
,Kenner,"64,597",223,163,60,,,,
,Kentwood,"2,259",10,9,1,,,,
,Kinder,"2,394",17,17,0,,,,
,Krotz Springs,"1,263",6,4,2,,,,
,Lafayette,"113,770",305,246,59,,,,
,Lake Arthur,"2,860",9,5,4,,,,
,Lake Charles,"70,075",185,178,7,,,,
,Lake Providence,"4,469",8,7,1,,,,
,Lecompte,"1,321",5,4,1,,,,
,Leesville,"5,867",30,28,2,,,,
,Mamou,"3,438",18,12,6,,,,
,Mandeville,"12,047",52,37,15,,,,
,Mansfield,"5,395",20,15,5,,,,
,Many,"2,741",12,11,1,,,,
,Marksville,"5,676",23,19,4,,,,
,McNary,199,2,1,1,,,,
,Minden,"13,019",29,28,1,,,,
,Monroe,"50,988",219,171,48,,,,
,Moreauville,927,2,2,0,,,,
,Morgan City,"11,626",44,42,2,,,,
,Napoleonville,664,3,2,1,,,,
,Natchitoches,"18,188",57,45,12,,,,
,Newellton,"1,268",3,3,0,,,,
,Newllano,"2,072",14,8,6,,,,
,New Orleans,"281,440","1,725","1,448",277,,,,
,New Roads,"4,739",20,19,1,,,,
,Oakdale,"8,115",20,20,0,,,,
,Olla,"1,345",4,4,0,,,,
,Opelousas,"23,090",76,62,14,,,,
,Patterson,"5,202",21,21,0,,,,
,Pearl River,"2,220",14,10,4,,,,
,Pineville,"14,725",62,55,7,,,,
,Plaquemine,"6,688",30,26,4,,,,
,Pollock,381,3,2,1,,,,
,Ponchatoula,"6,482",26,21,5,,,,
